id,name,cluster,postcode,lat,lon,length
s3003,Ferdinandstraße,1,12621,52.51031073432591,13.59189554605107,458
s3004,Ferdinandstraße,2,12209,52.42601774009818,13.329459224168497,600
s3005,Festplatz,1,14193,52.49177878834298,13.236055732187273,0
s3006,Festplatzweg,1,13359,52.56358358599451,13.384265501360009,140
s3007,Fetschowzeile,1,13437,52.58905120568267,13.316812963969518,121
s3008,Feuchtwangerweg,1,12353,52.42068739633602,13.47896197444074,153
s3009,Feuerbachbrücke,1,12163,52.463992503620624,13.33328397020165,76
s3010,Feuerbachstraße,1,12163,52.4640674,13.3338327,1075
s3011,Feuerdornweg,1,13439,52.59865136760106,13.367734149246632,157
s3012,Feuerfalterstraße,1,12683,52.503460736234715,13.567721078844842,174
s3013,Feuerkäferweg,1,13589,52.55587227255621,13.158046598538707,277
s3014,Feuersteiner Straße,1,12621,52.47646205341401,13.570964867975357,291
s3015,Feuerweg,1,13403,52.58501066930007,13.32515696463618,237
s3016,Feurigstraße,1,10827,52.48394097184179,13.355069076126444,946
s3017,Fichtelbergstraße,1,12685,52.53604189043185,13.552888087794326,537
s3037,Fingerhutweg,2,12357,52.426666350000005,13.504359849999997,132
s3019,Fichtengrund,1,12527,52.37732510188841,13.612417903767376,331
s3020,Fichtenstraße,1,12621,52.488309558691206,13.576596512274254,302
s3021,Fichtenweg,1,12587,52.464894199999996,13.62072235,40
s3022,Fichtenweg,2,13587,52.57008858309319,13.209338327121806,326
s3023,Fichtestraße,1,12277,52.43027184999999,13.385148600000003,139
s3024,Fichtestraße,3,12526,52.40159605027898,13.581017768322013,336
s3025,Fichtestraße,5,13467,52.61368184295479,13.305621993063868,396
s3026,Fichtestraße,6,10967,52.49006160369877,13.413289499433173,391
s3027,Fichteweg,1,14165,52.408744834986834,13.2571909801453,126
s3028,Fidicinstraße,1,10965,52.486950593425725,13.390141899354845,585
s3029,Fielitzstraße,1,12487,52.44375511164157,13.500812492068267,521
s3030,Figarostraße,1,13089,52.568787644831836,13.430899672258716,481
s3031,Fignerweg,1,12305,52.41029528947973,13.392108421352802,166
s3032,Filandastraße,1,12169,52.45605039748301,13.332532725950909,967
s3033,Filehner Straße,1,12555,52.46786910822095,13.58032483786251,638
s3034,Filmwerkeweg,1,13591,52.53328015461092,13.148029313586681,107
s3035,Finchleystraße,1,12305,52.39296443232218,13.40470681247847,174
s3036,Finckensteinallee,1,12205,52.43263209805264,13.294358305245723,2033
s3039,Finkeldeweg,1,12557,52.43254727475624,13.58526637092752,1033
s3040,Finkelsteinstraße,1,12619,52.52002494916465,13.59884227270225,154
s3041,Finkengasse,1,12527,52.37510026581085,13.608805732073474,130
s3042,Finkenkruger Weg,1,13591,52.544915902816626,13.143650009771921,1709
s3043,Finkenschlag,1,12527,52.425781898463,13.566688255795363,313
s3044,Finkensteg,1,12347,52.45090301475621,13.41884430769489,182
s3045,Finkensteig,1,10829,52.46673135807392,13.357313770835802,211
s3046,Finkensteig,2,13595,52.5088623814653,13.186012164121344,109
s3047,Finkenstraße,1,12621,52.4890641799541,13.572726135038977,617
s3048,Finkenstraße,2,14195,52.464986499905194,13.282044333680709,653
s3049,Finkenwalder Weg,1,12621,52.50717587218032,13.596740801174024,486
s3050,Finkenweg,1,12435,52.480624210754485,13.472615210486715,86
s3051,Finkenweg,2,13437,52.5873403,13.3492335,55
s3052,Finkenweg,4,10711,52.501646623083985,13.289217279764179,118
s3053,Finkenweg,5,12623,52.527912081879,13.6476159821255,513
s3054,Finkenweg,6,13599,52.56238002401309,13.236691248656165,82
s3055,Finkenweg,7,13599,52.55611156413687,13.234259599434191,131
s3056,Finkenweg,8,13437,52.59464271168366,13.302974155135468,45
s3057,Finkenweg,9,13125,52.61414186494308,13.457848436003799,681
s3058,Finkenweg,10,13059,52.58025205,13.5361272,103
s3059,Finkenweg,11,12347,52.44647022245168,13.422997281047177,138
s3060,Finkenweg,12,13351,52.55367506851954,13.326805665791442,253
s3061,Finkenweg,13,14197,52.47408579890194,13.313097867639238,54
s3062,Finkenweg,14,12047,52.48830685,13.43155895,52
s3129,Fliederweg,15,12249,52.42453723660188,13.342585204210668,148
s3063,Finkenweg,15,12589,52.43134368554369,13.708787936428484,602
s3064,Finkenweg,16,12109,52.450952349999994,13.3874523,112
s3065,Finkenweg,3,10829,52.471947432013536,13.357537470919748,319
s3066,Finkenweg,17,13089,52.570739924732855,13.43156360304419,89
s3067,Finkenweg,18,13125,52.619734050000005,13.467811500000002,161
s3068,Finnentroper Weg,1,13507,52.57297248649716,13.284921016664567,383
s3069,Finnländische Straße,1,10439,52.553587128090726,13.401031063635573,248
s3070,Finower Weg,1,13469,52.60574693893563,13.347198802060701,212
s3071,Finowstraße,1,10247,52.51207773820889,13.468000169587615,504
s3072,Finowstraße,2,12045,52.482271093800065,13.44302020684881,361
s3073,Finsterberger Straße,1,12621,52.51610620674537,13.59157358862254,313
s3074,Finsterwalder Straße,1,13435,52.60148371709588,13.344788420143503,1818
s3075,Fintelmannstraße,1,14109,52.412448453198564,13.135769243892643,218
s3076,Firlstraße,1,12459,52.46278917869965,13.523413532933807,589
